2019 Data View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,HD4: Member Complaints and Changes in the Health Plan's Performance,,,HD5: Health Plan Customer Service,,,DD1: Drug Plan Customer Service,,,DD2: Member Complaints and Changes in the Drug Plan’s Performance,,,DD3: Member Experience with the Drug Plan,,DD4: Drug Safety and Accuracy of Drug Pricing,,,,,
H0432,Local CCP,"Unitedhealthcare Of Alabama, Inc.",UnitedHealthcare,"UnitedHealth Group, Inc.",Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,98%,98%,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H0439,Local CCP,"Cigna Healthcare Of Georgia, Inc.",Cigna-HealthSpring,CIGNA,76%,80%,69%,67%,83%,53%,99%,77%,94%,96%,97%,73%,77%,98%,82%,76%,78%,61%,44%,57%,10%,75%,83,77,90,87,85,87,0.19,17%,Medicare shows only a Star Rating for this topic,98%,93%,97%,98%,44.8,85%,0.19,17%,Medicare shows only a Star Rating for this topic,83,90,97,76%,79%,75%,75%,76%
H0473,Local CCP,Humana Insurance Company Of Kentucky,Humana,Humana Inc.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H0480,Demo,"Meridian Health Plan Of Michigan, Inc.",MeridianComplete,"Caidan Enterprises, Inc.",No data available,No data available,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,Not enough data available,No data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,No data available,No data available,No data available,No data available,No data available,No data available
H0502,1876 Cost,The Contra Costa Health Plan,Contra Costa Health Plan,Contra Costa Health Services,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure
H0504,Local CCP,California Physicians' Service,Blue Shield of California,California Physicians' Service,77%,74%,69%,66%,81%,56%,98%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,41%,75%,98%,92%,76%,73%,55%,44%,62%,9%,77%,79,75,90,85,87,84,0.13,8%,Medicare shows only a Star Rating for this topic,98%,98%,100%,94%,5.9,93%,0.13,8%,Medicare shows only a Star Rating for this topic,85,90,99,81%,82%,81%,76%,78%
H0523,Local CCP,Aetna Health Of California Inc.,Aetna Medicare,Aetna Inc.,79%,81%,69%,68%,77%,51%,100%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,67%,83%,98%,82%,79%,78%,61%,41%,75%,7%,69%,82,78,91,85,86,85,0.13,11%,Medicare shows only a Star Rating for this topic,91%,96%,100%,98%,0.0,Not enough data available,0.13,11%,Medicare shows only a Star Rating for this topic,84,90,99,79%,80%,79%,54%,78%
H0524,Local CCP,"Kaiser Foundation Hp, Inc.",Kaiser Permanente,"Kaiser Foundation Health Plan, Inc.",89%,88%,83%,66%,83%,66%,99%,83%,99%,95%,97%,84%,86%,99%,91%,92%,90%,52%,44%,94%,9%,87%,84,82,90,88,90,85,0.07,1%,Medicare shows only a Star Rating for this topic,98%,97%,98%,98%,0.4,100%,0.07,1%,Medicare shows only a Star Rating for this topic,91,94,100,85%,87%,85%,89%,88%
H0543,Local CCP,Uhc Of California,UnitedHealthcare,"UnitedHealth Group, Inc.",79%,76%,76%,66%,84%,54%,98%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,63%,80%,98%,85%,72%,77%,55%,47%,55%,8%,72%,84,77,88,87,86,86,0.10,5%,Medicare shows only a Star Rating for this topic,99%,97%,98%,97%,0.6,97%,0.10,5%,Medicare shows only a Star Rating for this topic,86,91,99,82%,83%,81%,60%,78%
H0544,Local CCP,Blue Cross Of California,Anthem Blue Cross,Anthem Inc.,80%,86%,78%,70%,80%,63%,98%,78%,93%,92%,96%,71%,81%,98%,86%,78%,80%,67%,50%,70%,7%,79%,83,76,92,88,91,83,0.10,7%,Medicare shows only a Star Rating for this topic,99%,96%,98%,99%,0.0,86%,0.10,7%,Medicare shows only a Star Rating for this topic,89,91,99,83%,84%,80%,81%,80%
H0545,Local CCP,"Inter Valley Health Plan, Inc.",Inter Valley Health Plan,InterValley Health Plan,81%,79%,74%,66%,78%,54%,100%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,83%,90%,98%,89%,91%,86%,56%,41%,73%,9%,71%,78,73,92,84,90,81,0.07,12%,Medicare shows only a Star Rating for this topic,100%,94%,94%,93%,0.0,Not enough data available,0.07,12%,Medicare shows only a Star Rating for this topic,87,90,99,79%,83%,81%,65%,75%
H0562,Local CCP,"Health Net Of California,inc.",Health Net of California,Centene Corporation,80%,76%,73%,73%,82%,57%,99%,52%,99%,82%,92%,51%,85%,97%,84%,78%,78%,62%,48%,39%,10%,74%,83,77,89,85,87,84,0.12,10%,Medicare shows only a Star Rating for this topic,98%,93%,92%,92%,1.1,67%,0.12,10%,Medicare shows only a Star Rating for this topic,86,90,99,81%,82%,81%,71%,80%
H0571,Local CCP,Chinese Community Health Plan,Chinese Community Health Plan,Chinese Hospital Association,74%,81%,81%,73%,86%,52%,100%,95%,96%,73%,95%,Not enough data available,82%,97%,89%,86%,70%,69%,31%,45%,10%,81%,80,78,94,88,90,82,0.05,14%,Medicare shows only a Star Rating for this topic,96%,96%,92%,95%,0.0,Not enough data available,0.05,14%,Medicare shows only a Star Rating for this topic,88,88,100,88%,88%,85%,81%,79%
H0602,1876 Cost,Rocky Mountain Health Maintenance Organization,Rocky Mountain Health Plans,"UnitedHealth Group, Inc.",69%,73%,75%,71%,84%,51%,96%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,18%,67%,92%,80%,77%,80%,53%,43%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,83,80,91,87,84,85,0.07,4%,Medicare shows only a Star Rating for this topic,CMS identified issues with this plan's data,CMS identified issues with this plan's data,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure
