2020 Data View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,HD4: Member Complaints and Changes in the Health Plan's Performance,,,HD5: Health Plan Customer Service,,,DD1: Drug Plan Customer Service,,,DD2: Member Complaints and Changes in the Drug Plan’s Performance,,,DD3: Member Experience with the Drug Plan,,DD4: Drug Safety and Accuracy of Drug Pricing,,,,,
H0480,Demo,"Meridian Health Plan Of Michigan, Inc.",MeridianComplete,"WellCare Health Plans, Inc.",No data available,No data available,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,Not enough data available,No data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,No data available,No data available,No data available,No data available,No data available,No data available
H0504,Local CCP,California Physicians' Service,Blue Shield of California,California Physicians' Service,79%,80%,73%,69%,84%,55%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,49%,81%,98%,89%,74%,55%,50%,75%,8%,77%,78,75,89,85,87,84,0.14,8%,Medicare shows only a Star Rating for this topic,98%,95%,97%,97%,2.1,93%,0.14,8%,Medicare shows only a Star Rating for this topic,85,90,99,82%,85%,83%,76%,80%
H0523,Local CCP,Aetna Health Of California Inc.,Aetna Medicare,CVS Health Corporation,79%,75%,74%,69%,83%,52%,98%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,50%,87%,98%,86%,75%,61%,40%,69%,8%,77%,81,74,89,84,87,81,0.27,14%,Medicare shows only a Star Rating for this topic,97%,100%,100%,97%,3.6,Not enough data available,0.27,14%,Medicare shows only a Star Rating for this topic,84,89,99,81%,84%,82%,82%,81%
H0524,Local CCP,"Kaiser Foundation Hp, Inc.",Kaiser Permanente,"Kaiser Foundation Health Plan, Inc.",89%,90%,83%,72%,86%,63%,99%,85%,99%,94%,97%,88%,88%,97%,91%,91%,56%,42%,96%,8%,88%,84,80,91,88,90,85,0.08,1%,Medicare shows only a Star Rating for this topic,98%,97%,97%,98%,0.4,96%,0.08,1%,Medicare shows only a Star Rating for this topic,91,93,100,87%,88%,87%,90%,89%
H0543,Local CCP,Uhc Of California,UnitedHealthcare,"UnitedHealth Group, Inc.",80%,79%,78%,66%,84%,53%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,62%,83%,98%,89%,77%,63%,42%,71%,7%,78%,80,78,89,87,87,84,0.10,6%,Medicare shows only a Star Rating for this topic,99%,98%,98%,98%,0.4,98%,0.10,6%,Medicare shows only a Star Rating for this topic,87,89,99,83%,86%,84%,74%,81%
H0544,Local CCP,Blue Cross Of California,Anthem Blue Cross,Anthem Inc.,77%,78%,78%,70%,81%,58%,100%,78%,95%,93%,97%,64%,84%,97%,84%,75%,66%,50%,75%,7%,79%,81,76,90,86,87,82,0.28,12%,Medicare shows only a Star Rating for this topic,99%,92%,98%,97%,3.0,91%,0.28,12%,Medicare shows only a Star Rating for this topic,85,88,99,82%,84%,81%,83%,83%
H0545,Local CCP,"Inter Valley Health Plan, Inc.",Inter Valley Health Plan,InterValley Health Plan,81%,78%,73%,68%,84%,54%,100%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,89%,88%,97%,91%,85%,52%,38%,91%,8%,72%,78,77,91,84,89,81,0.08,10%,Medicare shows only a Star Rating for this topic,96%,93%,78%,86%,0.0,Not enough data available,0.08,10%,Medicare shows only a Star Rating for this topic,87,88,99,80%,84%,83%,69%,78%
H0562,Local CCP,"Health Net Of California,inc.",Health Net of California,Centene Corporation,81%,80%,77%,73%,85%,55%,99%,52%,99%,82%,92%,49%,82%,98%,87%,77%,62%,48%,50%,8%,76%,82,77,89,85,87,83,0.23,10%,Medicare shows only a Star Rating for this topic,92%,91%,94%,94%,0.7,87%,0.23,10%,Medicare shows only a Star Rating for this topic,84,89,99,83%,85%,83%,87%,83%
H0571,Local CCP,Chinese Community Health Plan,Chinese Community Health Plan,Chinese Hospital Association,73%,77%,84%,67%,82%,54%,99%,80%,96%,84%,91%,Not enough data available,83%,94%,81%,84%,71%,38%,73%,8%,89%,82,73,94,90,86,78,0.00,5%,Medicare shows only a Star Rating for this topic,96%,85%,82%,94%,0.0,Not enough data available,0.00,5%,Medicare shows only a Star Rating for this topic,88,87,99,88%,88%,84%,79%,84%
H0602,1876 Cost,Rocky Mountain Health Maintenance Organization,Rocky Mountain Health Plans,"UnitedHealth Group, Inc.",67%,75%,74%,64%,83%,48%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Benefit not offered by plan,70%,90%,86%,Benefit not offered by plan,51%,48%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,83,80,91,86,83,86,0.03,5%,Medicare shows only a Star Rating for this topic,97%,91%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure
H0609,Local CCP,"Pacificare Of Colorado, Inc.",UnitedHealthcare,"UnitedHealth Group, Inc.",76%,77%,79%,69%,82%,53%,99%,No data available,No data available,No data available,No data available,55%,83%,98%,89%,77%,54%,41%,66%,7%,78%,81,76,90,85,86,85,0.10,8%,Medicare shows only a Star Rating for this topic,99%,99%,98%,98%,0.1,98%,0.10,8%,Medicare shows only a Star Rating for this topic,84,89,99,82%,86%,84%,84%,79%
H0624,Local CCP,Unitedhealthcare Insurance Company,UnitedHealthcare,"UnitedHealth Group, Inc.",71%,81%,75%,71%,79%,48%,97%,63%,91%,79%,92%,Not enough data available,77%,97%,75%,77%,58%,45%,57%,6%,81%,82,79,91,86,88,85,0.09,12%,Medicare shows only a Star Rating for this topic,100%,100%,97%,95%,0.0,Not enough data available,0.09,12%,Medicare shows only a Star Rating for this topic,87,90,99,81%,83%,82%,80%,78%
H0628,Local CCP,Aetna Health Of Ohio Inc.,Aetna Medicare,CVS Health Corporation,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H0630,Local CCP,Kaiser Foundation Hp Of Co,Kaiser Permanente,"Kaiser Foundation Health Plan, Inc.",79%,86%,86%,70%,81%,58%,99%,85%,100%,98%,99%,73%,91%,99%,91%,93%,52%,43%,91%,6%,94%,84,82,91,88,89,86,0.10,2%,Medicare shows only a Star Rating for this topic,95%,96%,97%,98%,0.3,Not enough data available,0.10,2%,Medicare shows only a Star Rating for this topic,89,92,100,85%,88%,88%,91%,86%
H0657,1876 Cost,"Friday Health Plans Of Colorado, Inc.",Friday Health Plans of Colorado,"Friday Health Plans, Inc.",16%,43%,Plan too small to be measured,68%,79%,39%,89%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Benefit not offered by plan,No data available,No data available,50%,Benefit not offered by plan,41%,45%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,0.00,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure
