2021 Data View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,HD4: Member Complaints and Changes in the Health Plan's Performance,,,HD5: Health Plan Customer Service,,,DD1: Drug Plan Customer Service,,,DD2: Member Complaints and Changes in the Drug Plan’s Performance,,,DD3: Member Experience with the Drug Plan,,DD4: Drug Safety and Accuracy of Drug Pricing,,,,
H0422 ,Local CCP ,"UCARE HEALTH, INC. ",UCare ,UCare Minnesota ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too small to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,94%,97%,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,99,91%,91%,88%,Not enough data available ,86%
H0423 ,Local CCP ,"METROPLUS HEALTH PLAN, INC. ",MetroPlus Health Plan ,New York City Health and Hospitals Corporation ,83%,80%,72,74%,82%,61%,98%,78%,95%,92%,96%,Not enough data available ,79%,96%,82%,92%,79%,44%,75%,85%,76,70,88,81,85,84,0.17,18%,Medicare shows only a Star Rating for this topic ,92%,76%,87%,87%,0,Not enough data available ,0.17,18%,Medicare shows only a Star Rating for this topic ,85,91,99,87%,84%,83%,85%,88%
H0432 ,Local CCP ,"UNITEDHEALTHCARE OF ALABAMA, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",68%,78%,58,Plan too new to be measured ,Plan too new to be measured ,43%,100%,74%,94%,86%,96%,Not enough data available ,73%,97%,81%,68%,62%,45%,64%,Not enough data available ,83,74,92,84,87,84,0.2,9%,Not enough data available ,100%,98%,97%,97%,0,Not enough data available ,0.2,9%,Medicare shows only a Star Rating for this topic ,86,91,99,79%,79%,78%,83%,77%
H0439 ,Local CCP ,"CIGNA HEALTHCARE OF GEORGIA, INC. ",Cigna ,CIGNA ,77%,78%,66,65%,80%,52%,99%,71%,93%,98%,98%,75%,82%,99%,86%,73%,62%,44%,71%,77%,83,75,89,84,86,87,0.18,14%,Medicare shows only a Star Rating for this topic ,99%,97%,98%,98%,16,96%,0.18,14%,Medicare shows only a Star Rating for this topic ,85,90,99,80%,82%,81%,82%,81%
H0473 ,Local CCP ,HUMANA INSURANCE COMPANY OF KENTUCKY ,Humana ,Humana Inc. ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,No data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,0.22,12%,Not enough data available ,100%,96%,100%,98%,1.3,73%,0.22,12%,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,99,84%,86%,85%,82%,82%
H0480 ,Demo ,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC. ",MeridianComplete ,Centene Corporation ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available
H0482 ,Local CCP ,CENTENE VENTURE COMPANY MICHIGAN ,Ascension Complete ,Centene Corporation ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H0504 ,Local CCP ,CALIFORNIA PHYSICIANS' SERVICE ,Blue Shield of California ,California Physicians' Service ,79%,80%,73,71%,84%,52%,99%,No data available ,No data available ,No data available ,No data available ,49%,81%,98%,89%,74%,58%,49%,75%,77%,78,75,89,85,87,84,0.13,8%,Medicare shows only a Star Rating for this topic ,93%,97%,95%,100%,1.3,96%,0.13,8%,Medicare shows only a Star Rating for this topic ,85,90,99,85%,87%,85%,80%,85%
H0523 ,Local CCP ,AETNA HEALTH OF CALIFORNIA INC. ,Aetna Medicare ,CVS Health Corporation ,79%,75%,74,68%,82%,46%,98%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,50%,87%,98%,86%,75%,61%,42%,69%,77%,81,74,89,84,87,81,0.28,35%,Medicare shows only a Star Rating for this topic ,100%,95%,97%,97%,2.3,Not enough data available ,0.28,35%,Medicare shows only a Star Rating for this topic ,84,89,99,84%,85%,84%,65%,83%
H0524 ,Local CCP ,"KAISER FOUNDATION HP, INC. ",Kaiser Permanente ,"Kaiser Foundation Health Plan, Inc. ",89%,90%,83,72%,86%,66%,99%,87%,99%,94%,97%,88%,88%,97%,91%,91%,57%,46%,96%,88%,84,80,91,88,90,85,0.07,1%,Medicare shows only a Star Rating for this topic ,99%,98%,98%,100%,0.2,100%,0.07,1%,Medicare shows only a Star Rating for this topic ,91,93,100,88%,89%,89%,92%,90%
H0543 ,Local CCP ,UHC OF CALIFORNIA ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",80%,79%,78,68%,85%,53%,99%,No data available ,No data available ,No data available ,No data available ,62%,83%,98%,89%,77%,55%,47%,71%,78%,80,78,89,87,87,84,0.13,8%,Medicare shows only a Star Rating for this topic ,98%,98%,96%,96%,0.1,94%,0.13,8%,Medicare shows only a Star Rating for this topic ,87,89,99,85%,86%,85%,87%,83%
H0544 ,Local CCP ,BLUE CROSS OF CALIFORNIA ,Anthem Blue Cross ,Anthem Inc. ,77%,78%,78,66%,81%,57%,100%,57%,95%,93%,97%,64%,84%,97%,84%,75%,62%,47%,75%,79%,81,76,90,86,87,82,0.5,20%,Medicare shows only a Star Rating for this topic ,96%,93%,98%,98%,1.4,92%,0.5,20%,Medicare shows only a Star Rating for this topic ,85,88,99,83%,85%,82%,76%,85%
H0545 ,Local CCP ,"INTER VALLEY HEALTH PLAN, INC. ",Inter Valley Health Plan ,InterValley Health Plan ,81%,78%,73,66%,77%,49%,100%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,89%,88%,97%,91%,85%,49%,45%,91%,72%,78,77,91,84,89,81,0.09,7%,Medicare shows only a Star Rating for this topic ,100%,100%,90%,92%,1.5,Not enough data available ,0.09,7%,Medicare shows only a Star Rating for this topic ,87,88,100,81%,85%,83%,76%,82%
H0562 ,Local CCP ,"HEALTH NET OF CALIFORNIA,INC. ",Health Net of California ,Centene Corporation ,81%,80%,77,72%,85%,53%,99%,47%,99%,82%,92%,49%,82%,98%,87%,77%,63%,41%,50%,76%,82,77,89,85,87,83,0.21,9%,Medicare shows only a Star Rating for this topic ,90%,90%,97%,98%,6.5,83%,0.21,9%,Medicare shows only a Star Rating for this topic ,84,89,99,84%,85%,84%,92%,85%
H0571 ,Local CCP ,CHINESE COMMUNITY HEALTH PLAN ,Chinese Community Health Plan ,Chinese Hospital Association ,73%,77%,84,72%,83%,54%,99%,78%,96%,84%,91%,Not enough data available ,83%,94%,81%,84%,75%,36%,73%,89%,82,73,94,90,86,78,0.05,4%,Medicare shows only a Star Rating for this topic ,100%,89%,95%,94%,0,Not enough data available ,0.05,4%,Medicare shows only a Star Rating for this topic ,88,87,99,90%,88%,86%,80%,87%
H0609 ,Local CCP ,"PACIFICARE OF COLORADO, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",76%,77%,79,68%,83%,55%,99%,No data available ,No data available ,No data available ,No data available ,55%,83%,98%,89%,77%,52%,52%,66%,78%,81,76,90,85,86,85,0.08,7%,Medicare shows only a Star Rating for this topic ,98%,98%,96%,96%,0,97%,0.08,7%,Medicare shows only a Star Rating for this topic ,84,89,99,85%,86%,86%,90%,82%
H0624 ,Local CCP ,UNITEDHEALTHCARE INSURANCE COMPANY ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",71%,81%,75,67%,82%,50%,97%,75%,91%,79%,92%,Not enough data available ,77%,97%,75%,77%,71%,51%,57%,81%,82,79,91,86,88,85,0.2,11%,Medicare shows only a Star Rating for this topic ,100%,100%,98%,98%,0,Not enough data available ,0.2,11%,Medicare shows only a Star Rating for this topic ,87,90,99,82%,84%,84%,88%,81%
H0628 ,Local CCP ,AETNA HEALTH OF OHIO INC. ,Aetna Medicare ,CVS Health Corporation ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,97%,97%,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H0630 ,Local CCP ,KAISER FOUNDATION HP OF CO ,Kaiser Permanente ,"Kaiser Foundation Health Plan, Inc. ",79%,86%,86,72%,81%,66%,99%,90%,100%,98%,99%,73%,91%,99%,91%,93%,49%,50%,91%,94%,84,82,91,88,89,86,0.08,2%,Medicare shows only a Star Rating for this topic ,97%,93%,98%,100%,0.2,Not enough data available ,0.08,2%,Medicare shows only a Star Rating for this topic ,89,92,100,86%,89%,89%,91%,87%
H0657 ,1876 Cost ,"FRIDAY HEALTH PLANS OF COLORADO, INC. ",Friday Health Plans ,"Friday Health Plans, Inc. ",16%,43%,Plan too small to be measured ,64%,75%,41%,89%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,No data available ,No data available ,No data available ,50%,No data available ,50%,32%,No data available ,No data available ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure
