2019 Star View: Medicare Report Card Master Table,...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36,...37,...38,...39,...40,...41,...42,...43,...44,...45,...46,...47,...48,...49,...50,...51,...52,...53
H0480,Demo,"Meridian Health Plan Of Michigan, Inc.",MeridianComplete,"Caidan Enterprises, Inc.",No data available,No data available,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,Not enough data available,No data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,No data available,No data available,No data available,No data available,No data available,No data available
H0502,1876 Cost,The Contra Costa Health Plan,Contra Costa Health Plan,Contra Costa Health Services,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure
H0504,Local CCP,California Physicians' Service,Blue Shield of California,California Physicians' Service,4,4,3,2,3,4,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,4,5,5,4,3,3,3,3,3,3,1,2,3,3,4,2,5,5,5,5,5,5,4,5,5,5,5,5,4,4,5,4,4,3,4,3
H0523,Local CCP,Aetna Health Of California Inc.,Aetna Medicare,Aetna Inc.,4,5,2,3,2,3,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,4,5,5,5,4,4,4,2,4,4,1,2,3,4,3,4,3,5,4,3,3,4,5,5,5,Not enough data available,5,4,5,3,4,5,3,3,3,3,3
H0524,Local CCP,"Kaiser Foundation Hp, Inc.",Kaiser Permanente,"Kaiser Foundation Health Plan, Inc.",5,5,5,2,3,5,5,4,5,5,5,5,5,5,5,5,5,2,3,5,4,5,4,5,3,5,5,3,5,5,4,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5
H0543,Local CCP,Uhc Of California,UnitedHealthcare,"UnitedHealth Group, Inc.",4,4,4,2,4,3,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,4,5,5,5,3,3,3,3,4,4,2,4,3,2,4,4,3,5,5,4,5,5,5,5,5,5,5,5,4,4,4,5,4,4,4,4,3
H0544,Local CCP,Blue Cross Of California,Anthem Blue Cross,Anthem Inc.,4,5,4,4,3,4,5,4,5,5,5,5,5,5,5,4,4,4,4,5,4,3,3,2,5,5,5,2,5,5,3,5,4,5,5,5,4,5,5,5,5,4,5,4,4,4,5,4
H0545,Local CCP,"Inter Valley Health Plan, Inc.",Inter Valley Health Plan,InterValley Health Plan,4,5,3,2,2,3,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,5,5,5,5,5,4,3,2,4,3,2,1,1,5,2,5,1,5,3,3,5,4,4,4,5,Not enough data available,5,3,4,4,4,5,3,3,3,2,2
H0562,Local CCP,"Health Net Of California,inc.",Health Net of California,Centene Corporation,4,4,3,4,3,4,5,2,5,4,4,3,5,5,5,4,4,4,4,2,3,2,3,3,3,3,4,2,5,4,4,5,5,4,4,5,2,5,4,5,4,4,5,4,4,3,4,4
H0571,Local CCP,Chinese Community Health Plan,Chinese Community Health Plan,Chinese Hospital Association,3,5,5,4,5,3,5,5,5,3,4,Not enough data available,5,5,5,5,2,4,1,2,3,4,2,3,5,4,5,1,5,3,5,4,4,4,4,5,Not enough data available,5,3,3,5,2,5,5,5,4,4,3
H0602,1876 Cost,Rocky Mountain Health Maintenance Organization,Rocky Mountain Health Plans,"UnitedHealth Group, Inc.",3,4,4,4,4,3,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,1,3,3,4,4,3,2,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,3,4,4,4,2,3,5,5,2,1,1,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure
H0609,Local CCP,"Pacificare Of Colorado, Inc",UnitedHealthcare,"UnitedHealth Group, Inc.",3,4,3,4,3,2,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,3,4,5,4,4,2,2,3,3,4,3,3,3,3,2,4,3,4,5,4,5,5,5,5,5,5,4,5,4,3,4,5,4,3,3,3,3
H0624,Local CCP,Unitedhealthcare Insurance Company,UnitedHealthcare,"UnitedHealth Group, Inc.",3,4,3,2,4,3,5,2,4,4,4,4,4,4,3,3,3,4,3,3,3,4,3,3,3,3,4,4,4,3,3,5,4,5,5,5,Not enough data available,4,3,2,3,3,5,2,2,3,4,2
H0630,Local CCP,Kaiser Foundation Hp Of Co,Kaiser Permanente,"Kaiser Foundation Health Plan, Inc.",4,5,5,4,3,4,5,3,5,5,5,4,5,5,5,5,5,1,4,5,3,5,3,5,4,5,5,3,5,5,2,5,4,5,5,5,Not enough data available,5,5,5,5,5,5,4,4,4,5,5
H0657,1876 Cost,"Friday Health Plans Of Colorado, Inc.",Friday Health Plans of Colorado,"Friday Health Plans, Inc.",1,1,1,4,4,1,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,1,No data available,2,2,Not enough data available,2,Not enough data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,3,4,5,2,2,3,5,4,2,Not enough data available,Not enough data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure
H0710,Local CCP,Unitedhealthcare Insurance Company,UnitedHealthcare,"UnitedHealth Group, Inc.",2,5,Plan too small to be measured,1,1,1,5,5,5,5,5,Not enough data available,5,5,3,Not enough data available,2,5,4,2,5,2,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,5,5,3,5,4,5,5,5,Not enough data available,5,5,3,Plan too small to be measured,Plan too small to be measured,5,5,2,3,5,4
H0712,Local CCP,"Wellcare Of Connecticut, Inc.",WellCare,"WellCare Health Plans, Inc.",3,3,3,5,3,4,4,3,4,3,3,3,4,4,3,2,3,4,Not enough data available,2,3,4,2,3,1,1,1,2,3,3,4,5,5,4,3,2,Not enough data available,3,3,5,2,1,5,3,2,3,4,4
H0724,Local CCP,Buckeye Health Plan Community Solutions,Allwell,Centene Corporation,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,4,4,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
